# File generated by CMD 3.6 (http://stev.oapd.inaf.it/cmd) on Sun Dec 12 22:22:23 CET 2021
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Attention: photometry includes extinction of Av=0.12, with coefficients derived star-by-star, for Cardelli et al 89 + O'Donnell 94 Rv=3.1 extinction curve.
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
 Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.0004479 -1.54000 7.00000 0.0900000036 1.0816895962    0.090 -1.852  3.5381  4.349    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.99e-15      0.00 7.504e-01 2.491e-01 8.343e-05 2.251e-05 2.041e-04 -1.000 4.640e-04 9.401 14.006 12.572 10.926 9.801 8.825 7.688 7.097 6.876
0.0004479 -1.54000 7.00000 0.0937350765 1.1165343523    0.094 -1.829  3.5402  4.352    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.11e-15      0.00 7.504e-01 2.491e-01 8.343e-05 2.251e-05 2.041e-04 -1.000 4.640e-04 9.342 13.896 12.480 10.847 9.729 8.765 7.634 7.042 6.821
0.0004479 -1.54000 7.00000 0.1000000015 1.1711064577    0.100 -1.789  3.5435  4.353    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.35e-15      0.00 7.504e-01 2.491e-01 8.343e-05 2.251e-05 2.041e-04 -1.000 4.640e-04 9.243 13.715 12.328 10.715 9.610 8.663 7.544 6.949 6.728
0.0004479 -1.54000 7.00000 0.1016650796 1.1848667860    0.102 -1.780  3.5443  4.354    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -4.4e-15      0.00 7.504e-01 2.491e-01 8.343e-05 2.251e-05 2.041e-04 -1.000 4.640e-04 9.220 13.672 12.292 10.684 9.582 8.639 7.523 6.927 6.706
0.0004479 -1.54000 7.00000 0.1146210879 1.2827955484    0.115 -1.708  3.5499  4.357    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.88e-15      0.00 7.504e-01 2.491e-01 8.343e-05 2.251e-05 2.041e-04 -1.000 4.641e-04 9.041 13.354 12.024 10.451 9.369 8.455 7.359 6.757 6.536
0.0004479 -1.54000 7.00000 0.1199999973 1.3193154335    0.120 -1.680  3.5521  4.358    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.08e-15      0.00 7.504e-01 2.491e-01 8.343e-05 2.251e-05 2.041e-04 -1.000 4.639e-04 8.971 13.233 11.921 10.361 9.288 8.384 7.295 6.692 6.470
0.0004479 -1.54000 7.00000 0.1296909899 1.3800266981    0.130 -1.634  3.5556  4.359    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.42e-15      0.00 7.504e-01 2.491e-01 8.343e-05 2.251e-05 2.041e-04 -1.000 4.639e-04 8.856 13.035 11.753 10.214 9.154 8.267 7.189 6.583 6.361
0.0004479 -1.54000 7.00000 0.1400000006 1.4384527206    0.140 -1.588  3.5591  4.360    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -5.8e-15      0.00 7.504e-01 2.491e-01 8.343e-05 2.251e-05 2.041e-04 -1.000 4.641e-04 8.739 12.837 11.584 10.066 9.019 8.148 7.082 6.473 6.251
0.0004479 -1.54000 7.00000 0.1599999964 1.5372931957    0.160 -1.506  3.5656  4.362    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.53e-15      0.00 7.504e-01 2.491e-01 8.343e-05 2.251e-05 2.041e-04 -1.000 4.640e-04 8.535 12.487 11.287 9.807 8.785 7.941 6.895 6.282 6.060
0.0004479 -1.54000 7.00000 0.2254081219 1.7735862732    0.225 -1.300  3.5821  4.371    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.76e-15      0.00 7.504e-01 2.491e-01 8.343e-05 2.251e-05 2.041e-04 -1.000 4.639e-04 8.020 11.607 10.538 9.156 8.198 7.416 6.424 5.801 5.583
0.0004479 -1.54000 7.00000 0.2488436997 1.8373819590    0.249 -1.240  3.5870  4.374    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.53e-15      0.00 7.504e-01 2.491e-01 8.343e-05 2.251e-05 2.041e-04 -1.000 4.639e-04 7.870 11.357 10.324 8.970 8.031 7.264 6.287 5.661 5.446
0.0004479 -1.54000 7.00000 0.2642481625 1.8752076626    0.264 -1.204  3.5903  4.377    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.99e-15      0.00 7.504e-01 2.491e-01 8.343e-05 2.251e-05 2.041e-04 -1.000 4.640e-04 7.780 11.199 10.190 8.854 7.928 7.172 6.204 5.578 5.365
0.0004479 -1.54000 7.00000 0.2816483974 1.9146289825    0.282 -1.165  3.5940  4.381    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.05e-14      0.00 7.504e-01 2.491e-01 8.343e-05 2.251e-05 2.041e-04 -1.000 4.640e-04 7.683 11.028 10.045 8.730 7.819 7.074 6.117 5.490 5.281
0.0004479 -1.54000 7.00000 0.2845245004 1.9208401442    0.284 -1.159  3.5946  4.382    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.06e-14      0.00 7.504e-01 2.491e-01 8.343e-05 2.251e-05 2.041e-04 -1.000 4.639e-04 7.669 11.001 10.022 8.710 7.802 7.059 6.104 5.476 5.268
0.0004479 -1.54000 7.00000 0.2896784544 1.9317688942    0.290 -1.149  3.5956  4.383    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.08e-14      0.00 7.504e-01 2.491e-01 8.343e-05 2.251e-05 2.041e-04 -1.000 4.639e-04 7.641 10.953 9.981 8.675 7.771 7.031 6.079 5.451 5.244
0.0004479 -1.54000 7.00000 0.3000000417 1.9529141188    0.300 -1.127  3.5977  4.384    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.11e-14      0.00 7.504e-01 2.491e-01 8.343e-05 2.251e-05 2.041e-04 -1.000 4.640e-04 7.586 10.855 9.897 8.604 7.708 6.975 6.030 5.401 5.196
0.0004479 -1.54000 7.00000 0.3207915723 1.9927705526    0.321 -1.086  3.6018  4.390    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.18e-14      0.00 7.504e-01 2.491e-01 8.343e-05 2.251e-05 2.041e-04 -1.000 4.640e-04 7.485 10.673 9.743 8.472 7.592 6.871 5.938 5.309 5.109
0.0004479 -1.54000 7.00000 0.3499999940 2.0434174538    0.350 -1.032  3.6073  4.396    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.27e-14      0.00 7.504e-01 2.491e-01 8.343e-05 2.251e-05 2.041e-04 -1.000 4.640e-04 7.350 10.434 9.539 8.299 7.440 6.734 5.817 5.187 4.993
0.0004479 -1.54000 7.00000 0.3750615716 2.0826799870    0.375 -0.989  3.6123  4.403    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.34e-14      0.00 7.504e-01 2.491e-01 8.343e-05 2.251e-05 2.041e-04 -1.000 4.640e-04 7.244 10.233 9.370 8.156 7.317 6.625 5.722 5.092 4.905
0.0004479 -1.54000 7.00000 0.4000000060 2.1185026169    0.400 -0.950  3.6170  4.410    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.41e-14      0.00 7.504e-01 2.491e-01 8.343e-05 2.251e-05 2.041e-04 -1.000 4.640e-04 7.145 10.044 9.212 8.024 7.203 6.525 5.635 5.007 4.826
0.0004479 -1.54000 7.00000 0.4500000179 2.1822810173    0.450 -0.871  3.6274  4.423    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.57e-14      0.00 7.504e-01 2.491e-01 8.343e-05 2.251e-05 2.041e-04 -1.000 4.640e-04 6.946 9.649 8.886 7.753 6.972 6.323 5.462 4.838 4.671
0.0004479 -1.54000 7.00000 0.4615832865 2.1957497597    0.461 -0.850  3.6304  4.426    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.62e-14      0.00 7.504e-01 2.491e-01 8.343e-05 2.251e-05 2.041e-04 -1.000 4.640e-04 6.896 9.541 8.799 7.682 6.912 6.271 5.419 4.797 4.633
0.0004479 -1.54000 7.00000 0.5110067725 2.2485201359    0.511 -0.765  3.6433  4.436    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.85e-14      0.00 7.504e-01 2.491e-01 8.343e-05 2.251e-05 2.041e-04 -1.000 4.640e-04 6.682 9.087 8.437 7.384 6.662 6.055 5.239 4.632 4.483
0.0004479 -1.54000 7.00000 0.5427362919 2.2775518894    0.542 -0.710  3.6511  4.439    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.03e-14      0.00 7.504e-01 2.491e-01 8.343e-05 2.251e-05 2.041e-04 -1.000 4.640e-04 6.545 8.802 8.211 7.196 6.503 5.917 5.124 4.529 4.388
0.0004479 -1.54000 7.00000 0.5500000715 2.2836585045    0.550 -0.698  3.6527  4.439    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.07e-14      0.00 7.504e-01 2.491e-01 8.343e-05 2.251e-05 2.041e-04 -1.000 4.640e-04 6.515 8.744 8.166 7.158 6.470 5.888 5.098 4.507 4.367
0.0004479 -1.54000 7.00000 0.5563369989 2.2888362408    0.556 -0.689  3.6544  4.441    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -2.1e-14      0.00 7.504e-01 2.491e-01 8.343e-05 2.251e-05 2.041e-04 -1.000 4.640e-04 6.492 8.690 8.125 7.125 6.443 5.864 5.080 4.491 4.353
0.0004479 -1.54000 7.00000 0.5859778523 2.3113555908    0.586 -0.638  3.6627  4.446    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.29e-14      0.00 7.504e-01 2.491e-01 8.343e-05 2.251e-05 2.041e-04 -1.000 4.640e-04 6.364 8.409 7.910 6.948 6.295 5.736 4.977 4.405 4.274
0.0004479 -1.54000 7.00000 0.6000000238 2.3211214542    0.600 -0.612  3.6667  4.447    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -2.4e-14      0.00 7.504e-01 2.491e-01 8.343e-05 2.251e-05 2.041e-04 -1.000 4.641e-04 6.300 8.266 7.804 6.859 6.221 5.672 4.926 4.362 4.235
0.0004479 -1.54000 7.00000 0.6129360199 2.3296766281    0.613 -0.589  3.6702  4.448    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -2.5e-14      0.00 7.504e-01 2.491e-01 8.343e-05 2.251e-05 2.041e-04 -1.000 4.641e-04 6.243 8.142 7.711 6.782 6.157 5.616 4.881 4.326 4.201
0.0004479 -1.54000 7.00000 0.6493684053 2.3516788483    0.649 -0.519  3.6804  4.443    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.87e-14      0.00 7.504e-01 2.491e-01 8.343e-05 2.251e-05 2.041e-04 -1.000 4.641e-04 6.066 7.782 7.441 6.552 5.961 5.440 4.738 4.208 4.091
0.0004479 -1.54000 7.00000 0.6499999762 2.3520355225    0.650 -0.521  3.6804  4.446    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.84e-14      0.00 7.504e-01 2.491e-01 8.343e-05 2.251e-05 2.041e-04 -1.000 4.640e-04 6.074 7.791 7.448 6.559 5.968 5.447 4.745 4.215 4.097
0.0004479 -1.54000 7.00000 0.6591922641 2.3571350574    0.659 -0.505  3.6827  4.445    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.93e-14      0.00 7.504e-01 2.491e-01 8.343e-05 2.251e-05 2.041e-04 -1.000 4.640e-04 6.033 7.712 7.389 6.508 5.924 5.407 4.713 4.188 4.072
0.0004479 -1.54000 7.00000 0.6999999881 2.3779268265    0.700 -0.422  3.6941  4.434    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.48e-14      0.00 7.504e-01 2.491e-01 8.343e-05 2.251e-05 2.041e-04 -1.000 4.640e-04 5.826 7.317 7.090 6.251 5.700 5.204 4.546 4.051 3.943
0.0004479 -1.54000 7.00000 0.7230051160 2.3884656429    0.723 -0.368  3.7056  4.439    0  0.000  0.542     0.00     0.00     0.00     0.00     0.00 -1 -3.84e-14      0.00 7.504e-01 2.491e-01 8.291e-05 2.250e-05 2.041e-04 -1.000 4.640e-04 5.689 7.011 6.870 6.073 5.550 5.075 4.452 3.984 3.883
0.0004479 -1.54000 7.00000 0.7500000000 2.3998889923    0.750 -0.294  3.7205  4.441    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.45e-14      0.00 7.504e-01 2.491e-01 8.233e-05 2.248e-05 2.041e-04 -1.000 4.640e-04 5.504 6.630 6.587 5.845 5.356 4.906 4.326 3.891 3.799
0.0004479 -1.54000 7.00000 0.7652685046 2.4059414864    0.765 -0.255  3.7265  4.435    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.85e-14      0.00 7.504e-01 2.491e-01 8.233e-05 2.248e-05 2.041e-04 -1.000 4.641e-04 5.407 6.461 6.453 5.734 5.258 4.818 4.254 3.831 3.743
0.0004479 -1.54000 7.00000 0.7990450263 2.4183900356    0.799 -0.164  3.7405  4.418    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.96e-14      0.00 7.504e-01 2.491e-01 8.233e-05 2.248e-05 2.041e-04 -1.000 4.640e-04 5.179 6.082 6.145 5.477 5.030 4.612 4.085 3.688 3.608
0.0004479 -1.54000 7.00000 0.8000000119 2.4187245369    0.800 -0.161  3.7409  4.417    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -6e-14      0.00 7.504e-01 2.491e-01 8.233e-05 2.248e-05 2.041e-04 -1.000 4.640e-04 5.172 6.071 6.137 5.470 5.024 4.606 4.080 3.684 3.604
0.0004479 -1.54000 7.00000 0.8178827763 2.4248216152    0.818 -0.112  3.7480  4.407    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.71e-14      0.00 7.504e-01 2.491e-01 8.233e-05 2.248e-05 2.041e-04 -1.000 4.641e-04 5.050 5.882 5.977 5.336 4.905 4.499 3.990 3.604 3.530
0.0004479 -1.54000 7.00000 0.8492258787 2.4347989559    0.849 -0.019  3.7612  4.383    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -8.38e-14      0.00 7.504e-01 2.491e-01 8.233e-05 2.248e-05 2.041e-04 -1.000 4.640e-04 4.818 5.534 5.679 5.088 4.684 4.300 3.821 3.454 3.392
0.0004479 -1.54000 7.00000 0.8500000238 2.4350347519    0.850 -0.017  3.7615  4.382    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -8.43e-14      0.00 7.504e-01 2.491e-01 8.233e-05 2.248e-05 2.041e-04 -1.000 4.641e-04 4.812 5.526 5.672 5.082 4.678 4.295 3.816 3.450 3.388
0.0004479 -1.54000 7.00000 0.8768885136 2.4429268837    0.876  0.067  3.7726  4.356    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.03e-13      0.00 7.504e-01 2.491e-01 8.233e-05 2.248e-05 2.041e-04 -1.000 4.639e-04 4.603 5.239 5.414 4.863 4.482 4.117 3.662 3.311 3.258
0.0004479 -1.54000 7.00000 0.8999999762 2.4492788315    0.899  0.139  3.7825  4.335    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.24e-13      0.00 7.504e-01 2.491e-01 8.233e-05 2.248e-05 2.041e-04 -1.000 4.639e-04 4.422 5.000 5.192 4.675 4.313 3.964 3.530 3.195 3.149
0.0004479 -1.54000 7.00000 0.9224631786 2.4551029205    0.922  0.207  3.7921  4.316    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.46e-13      0.00 7.505e-01 2.491e-01 8.233e-05 2.248e-05 2.041e-04 -1.000 4.639e-04 4.253 4.786 4.984 4.499 4.156 3.822 3.409 3.090 3.050
0.0004479 -1.54000 7.00000 0.9479265213 2.4613227844    0.947  0.277  3.8035  4.303    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.72e-13      0.00 7.505e-01 2.490e-01 8.233e-05 2.247e-05 2.041e-04 -1.000 4.639e-04 4.076 4.568 4.765 4.315 3.993 3.678 3.290 2.991 2.958
0.0004479 -1.54000 7.00000 0.9499999285 2.4618122578    0.950  0.283  3.8045  4.302    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.74e-13      0.00 7.505e-01 2.490e-01 8.233e-05 2.247e-05 2.041e-04 -1.000 4.639e-04 4.063 4.551 4.748 4.301 3.980 3.667 3.281 2.984 2.952
0.0004479 -1.54000 7.00000 0.9648298025 2.4652435780    0.965  0.322  3.8115  4.298    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1  -1.9e-13      0.00 7.505e-01 2.490e-01 8.232e-05 2.247e-05 2.041e-04 -1.000 4.639e-04 3.965 4.433 4.626 4.198 3.891 3.589 3.219 2.935 2.906
0.0004479 -1.54000 7.00000 1.0000000000 2.4729156494    1.000  0.403  3.8295  4.305    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.24e-13      0.00 7.505e-01 2.490e-01 8.232e-05 2.247e-05 2.041e-04 -1.000 4.639e-04 3.764 4.193 4.365 3.983 3.707 3.435 3.107 2.860 2.835
0.0004479 -1.54000 7.00000 1.0082290173 2.4746220112    1.008  0.420  3.8341  4.310    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.28e-13      0.00 7.505e-01 2.490e-01 8.232e-05 2.247e-05 2.041e-04 -1.000 4.639e-04 3.720 4.144 4.308 3.936 3.668 3.404 3.087 2.849 2.826
0.0004479 -1.54000 7.00000 1.0225718021 2.4775209427    1.022  0.445  3.8419  4.323    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.31e-13      0.00 7.505e-01 2.490e-01 8.232e-05 2.247e-05 2.041e-04 -1.000 4.639e-04 3.658 4.071 4.222 3.868 3.614 3.363 3.064 2.843 2.821
0.0004479 -1.54000 7.00000 1.0499999523 2.4828116894    1.050  0.482  3.8565  4.355    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.31e-13      0.00 7.505e-01 2.490e-01 8.232e-05 2.247e-05 2.041e-04 -1.000 4.639e-04 3.565 3.962 4.087 3.764 3.537 3.311 3.045 2.853 2.834
0.0004479 -1.54000 7.00000 1.0572152138 2.4841511250    1.057  0.491  3.8609  4.366    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1  -2.3e-13      0.00 7.505e-01 2.490e-01 8.232e-05 2.247e-05 2.041e-04 -1.000 4.639e-04 3.543 3.936 4.052 3.738 3.519 3.301 3.045 2.862 2.843
0.0004479 -1.54000 7.00000 1.0995705128 2.4916081429    1.099  0.523  3.8808  4.431    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.11e-13      0.00 7.505e-01 2.490e-01 8.232e-05 2.247e-05 2.041e-04 -1.000 4.639e-04 3.461 3.845 3.921 3.646 3.464 3.281 3.069 2.925 2.908
0.0004479 -1.54000 7.00000 1.1000000238 2.4916803837    1.099  0.524  3.8810  4.431    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.11e-13      0.00 7.505e-01 2.490e-01 8.232e-05 2.247e-05 2.041e-04 -1.000 4.639e-04 3.461 3.844 3.920 3.645 3.463 3.280 3.069 2.926 2.908
0.0004479 -1.54000 7.00000 1.1308162212 2.4966993332    1.130  0.545  3.8939  4.473    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.98e-13      0.00 7.505e-01 2.490e-01 8.231e-05 2.247e-05 2.041e-04 -1.000 4.639e-04 3.407 3.788 3.837 3.587 3.428 3.269 3.085 2.966 2.949
0.0004479 -1.54000 7.00000 1.1499999762 2.4996678829    1.149  0.561  3.9008  4.493    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.92e-13      0.00 7.505e-01 2.490e-01 8.231e-05 2.247e-05 2.041e-04 -1.000 4.639e-04 3.368 3.749 3.784 3.547 3.401 3.254 3.085 2.978 2.962
0.0004479 -1.54000 7.00000 1.1748317480 2.5033454895    1.174  0.581  3.9099  4.518    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.84e-13      0.00 7.505e-01 2.490e-01 8.231e-05 2.247e-05 2.041e-04 -1.000 4.639e-04 3.318 3.698 3.716 3.496 3.367 3.237 3.086 2.994 2.978
0.0004479 -1.54000 7.00000 1.2000000477 2.5068950653    1.200  0.608  3.9184  4.535    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.81e-13      0.00 7.505e-01 2.490e-01 8.231e-05 2.247e-05 2.041e-04 -1.000 4.639e-04 3.251 3.632 3.635 3.432 3.318 3.203 3.068 2.990 2.975
0.0004479 -1.54000 7.00000 1.2280091047 2.5106489658    1.228  0.636  3.9277  4.554    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.76e-13      0.00 7.505e-01 2.490e-01 8.231e-05 2.247e-05 2.041e-04 -1.000 4.639e-04 3.181 3.564 3.553 3.371 3.273 3.173 3.055 2.990 2.975
0.0004479 -1.54000 7.00000 1.2500000000 2.5134611130    1.250  0.662  3.9348  4.564    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.74e-13      0.00 7.505e-01 2.490e-01 8.231e-05 2.247e-05 2.041e-04 -1.000 4.639e-04 3.114 3.502 3.482 3.315 3.229 3.140 3.034 2.977 2.962
0.0004479 -1.54000 7.00000 1.2532604933 2.5138685703    1.253  0.666  3.9358  4.565    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.74e-13      0.00 7.505e-01 2.490e-01 8.231e-05 2.247e-05 2.041e-04 -1.000 4.639e-04 3.104 3.493 3.472 3.307 3.222 3.134 3.030 2.975 2.960
0.0004479 -1.54000 7.00000 1.2999999523 2.5194499493    1.300  0.729  3.9505  4.577    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.74e-13      0.00 7.506e-01 2.490e-01 8.230e-05 2.247e-05 2.041e-04 -1.000 4.640e-04 2.948 3.347 3.319 3.185 3.121 3.053 2.971 2.931 2.917
0.0004479 -1.54000 7.00000 1.3500000238 2.5249314308    1.350  0.792  3.9657  4.591    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1  -1.7e-13      0.00 7.506e-01 2.489e-01 8.230e-05 2.247e-05 2.041e-04 -1.000 4.640e-04 2.790 3.199 3.180 3.072 3.025 2.975 2.914 2.886 2.874
0.0004479 -1.54000 7.00000 1.3999999762 2.5299651623    1.400  0.852  3.9799  4.604    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.62e-13      0.00 7.506e-01 2.489e-01 8.230e-05 2.247e-05 2.041e-04 -1.000 4.640e-04 2.640 3.058 3.058 2.972 2.939 2.903 2.861 2.843 2.833
0.0004479 -1.54000 7.00000 1.4040005207 2.5303502083    1.404  0.857  3.9810  4.605    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.61e-13      0.00 7.506e-01 2.489e-01 8.230e-05 2.247e-05 2.041e-04 -1.000 4.640e-04 2.628 3.047 3.049 2.965 2.933 2.897 2.856 2.839 2.830
0.0004479 -1.54000 7.00000 1.4500000477 2.5346016884    1.450  0.915  3.9940  4.613    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.52e-13      0.00 7.506e-01 2.489e-01 8.230e-05 2.247e-05 2.041e-04 -1.000 4.639e-04 2.483 2.912 2.940 2.874 2.851 2.826 2.801 2.791 2.784
0.0004479 -1.54000 7.00000 1.5000000000 2.5388846397    1.500  0.977  4.0078  4.621    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.37e-13      0.00 7.506e-01 2.490e-01 8.229e-05 2.247e-05 2.041e-04 -1.000 4.639e-04 2.328 2.768 2.830 2.783 2.767 2.752 2.743 2.738 2.735
0.0004479 -1.54000 7.00000 1.5499999523 2.5428512096    1.550  1.034  4.0205  4.628    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.14e-13      0.00 7.506e-01 2.490e-01 8.229e-05 2.247e-05 2.041e-04 -1.000 4.639e-04 2.186 2.640 2.735 2.702 2.693 2.685 2.689 2.690 2.690
0.0004479 -1.54000 7.00000 1.6000000238 2.5465342999    1.600  1.090  4.0328  4.636    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -8.42e-14      0.00 7.506e-01 2.489e-01 8.229e-05 2.247e-05 2.041e-04 -1.000 4.639e-04 2.046 2.517 2.646 2.627 2.622 2.620 2.638 2.642 2.645
0.0004479 -1.54000 7.00000 1.6499999762 2.5499615669    1.649  1.142  4.0443  4.642    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.506e-01 2.489e-01 8.229e-05 2.247e-05 2.041e-04 -1.000 4.639e-04 1.914 2.404 2.564 2.556 2.556 2.559 2.588 2.596 2.602
0.0004479 -1.54000 7.00000 1.6996414661 2.5531361103    1.699  1.194  4.0556  4.649    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.506e-01 2.489e-01 8.229e-05 2.247e-05 2.041e-04 -1.000 4.639e-04 1.785 2.295 2.487 2.489 2.492 2.500 2.540 2.551 2.559
0.0004479 -1.54000 7.00000 1.7492830753 2.5561041832    1.748  1.244  4.0664  4.655    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.506e-01 2.489e-01 8.228e-05 2.247e-05 2.041e-04 -1.000 4.639e-04 1.660 2.192 2.413 2.424 2.431 2.443 2.493 2.507 2.518
0.0004479 -1.54000 7.00000 1.7989244461 2.5588848591    1.798  1.291  4.0766  4.660    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.506e-01 2.489e-01 8.228e-05 2.247e-05 2.041e-04 -1.000 4.640e-04 1.543 2.096 2.345 2.364 2.373 2.389 2.449 2.465 2.478
0.0004479 -1.54000 7.00000 1.8485660553 2.5614943504    1.847  1.337  4.0865  4.666    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.507e-01 2.489e-01 8.228e-05 2.247e-05 2.041e-04 -1.000 4.639e-04 1.428 2.003 2.279 2.304 2.316 2.336 2.404 2.423 2.439
